Alpha,SNP_A,SNP_B,SNP_C
0.502093,N2,N6,N26
0.502093,N17,N38,M1T2
0.502093,N14,N34,N40
0.502092,N6,N9,M2Q4
0.502092,N4,N24,N29
0.502092,N3,N12,N38
0.502092,N2,N16,N35
0.502092,N16,N28,M2Q4
0.502092,N16,N19,N28
0.502092,N12,N26,M0P2
0.502091,N5,N7,N25
0.502091,N5,N23,N29
0.502091,N3,N16,N30
0.502090,N8,N21,M2Q1
0.502090,N5,N15,N37
0.502090,N4,M2Q1,M2Q3
0.502090,N24,N28,N37
0.502090,N15,N21,N30
0.502090,N14,N17,N22
0.502090,N13,N32,N39
0.502090,N10,N19,N39
0.502089,N8,N21,N36
0.502089,N6,N34,M0P1
0.502089,N6,N32,M2Q4
0.502089,N6,N24,N25
0.502089,N3,N11,N23
0.502089,N2,N15,N19
0.502089,N17,N23,M1T2
0.502089,N15,N19,N39
0.502089,N11,N23,M1T1
0.502088,N4,N5,N40
0.502088,N30,N37,M1T3
0.502088,N17,N24,N29
0.502088,N15,N35,N40
0.502087,N3,N5,M2Q4
0.502087,N23,N26,N40
0.502087,N21,N37,N38
0.502087,N14,N36,M0P2
0.502087,N13,N21,M0P1
0.502087,N11,N17,N30
0.502086,N23,N35,M2Q1
0.502086,N21,N29,N36
0.502086,N20,N34,M1T1
0.502086,N12,N17,M1T3
0.502085,N4,N30,N33
0.502085,N2,N3,N8
0.502085,N2,N26,N39
0.502085,N28,N32,N37
0.502085,N21,N28,M1T1
0.502085,N17,N32,N35
0.502085,N15,N29,N38
0.502085,N12,N16,M2Q4
0.502084,N5,N39,N40
0.502084,N13,N17,N19
0.502084,N10,N21,N26
0.502083,N6,N25,M1T2
0.502083,N29,N33,M1T1
0.502083,N19,N23,N38
0.502082,N6,N27,N35
0.502082,N3,N5,N13
0.502082,N3,N17,N40
0.502082,N23,N34,M1T2
0.502082,N18,N21,N25
0.502082,N10,N17,N39
0.502081,N7,N8,N40
0.502081,N4,N6,N38
0.502081,N2,N4,N25
0.502081,N20,N25,M1T1
0.502081,N17,N32,N40
0.502081,N14,N23,N37
0.502081,N12,N24,N29
0.502080,N30,N36,M1T1
0.502080,N19,N21,M2Q1
0.502080,N19,M1T1,M2Q4
0.502080,N15,N16,N33
0.502079,N5,N26,M1T1
0.502079,N4,N21,N32
0.502079,N3,N38,N40
0.502079,N21,N23,N26
0.502079,N16,N17,N27
0.502079,N15,N19,N26
0.502079,N14,N26,N39
0.502079,N10,N16,N25
0.502079,M0P1,M2Q1,M2Q4
0.502078,N9,N32,N40
0.502078,N8,N19,M0P1
0.502078,N5,N24,N37
0.502078,N2,N4,N39
0.502078,N12,N19,M0P1
0.502077,N3,N22,N24
0.502077,N12,N15,N38
0.502076,N9,N10,N27
0.502076,N5,N16,N24
0.502076,N5,N11,N38
0.502076,N2,N8,N22
0.502076,N2,N13,M1T3
0.502076,N28,N32,N39
0.502076,N10,N23,N34
0.502075,N6,N14,M2Q2
0.502075,N4,N19,N27
0.502075,N2,N20,N39
0.502075,N24,N32,M2Q3
0.502075,N15,N17,N22
0.502075,N10,N21,N22
0.502074,N7,N14,N17
0.502074,N6,N10,M0P2
0.502074,N5,N13,M2Q3
0.502074,N3,N25,N29
0.502074,N30,N38,M1T1
0.502074,N2,N13,N23
0.502074,N14,N23,M0P2
0.502073,N6,N37,M2Q4
0.502073,N3,N27,N35
0.502073,N3,N11,N16
0.502073,N2,N3,N35
0.502073,N14,N27,N35
0.502073,N12,N37,N40
0.502073,N12,N17,N33
0.502072,N9,N14,N30
0.502072,N7,N21,N32
0.502072,N2,N10,N14
0.502072,N21,N29,N33
0.502072,N15,N38,M2Q2
0.502071,N9,N35,M2Q3
0.502071,N6,N38,M0P2
0.502071,N3,N24,N25
0.502071,N19,N35,M0P2
0.502071,N17,M0P2,M1T1
0.502070,N6,N21,N32
0.502070,N3,N4,N38
0.502070,N2,N13,N33
0.502070,N11,N26,N30
0.502069,N9,N16,N30
0.502069,N5,N40,M2Q1
0.502069,N3,N8,N25
0.502069,N21,N32,N35
0.502069,N12,N13,N26
0.502069,N11,N13,N33
0.502068,N9,N28,N31
0.502068,N25,N34,N40
0.502068,N16,N29,N34
0.502068,N11,N21,M0P1
0.502067,N9,N22,N40
0.502067,N9,N15,N17
0.502067,N6,N39,M1T2
0.502067,N4,N9,N17
0.502067,N4,N11,N14
0.502067,N14,N29,N30
0.502067,N12,N17,M2Q3
0.502066,N9,N30,N35
0.502066,N8,N21,M0P2
0.502066,N6,N38,M2Q4
0.502066,N5,N14,N26
0.502066,N5,N12,M0P1
0.502066,N2,N37,N40
0.502066,N2,N28,N32
0.502066,N23,N28,N34
0.502066,N22,N23,N28
0.502066,N21,N34,M2Q4
0.502066,N11,N14,N37
0.502066,N10,N15,N17
0.502065,N5,N32,M1T1
0.502065,N21,N27,M0P1
0.502065,N19,N32,N39
0.502065,N19,N22,N27
0.502065,N15,N24,N40
0.502065,N15,N21,M2Q3
0.502064,N6,N16,N25
0.502064,N5,N11,M0P1
0.502064,N20,N25,M0P1
0.502064,N15,N23,M0P1
0.502064,N12,N23,N35
0.502064,M1T1,M2Q1,M2Q2
0.502063,N5,N35,M0P2
0.502063,N30,N33,N34
0.502063,N25,N28,M2Q4
0.502063,N19,N32,M2Q4
0.502063,N13,N23,N28
0.502063,N11,N23,N37
0.502062,N5,N8,N22
0.502062,N21,N34,M2Q3
0.502062,N21,N32,M2Q2
0.502062,N11,N33,N34
0.502061,N9,N15,N25
0.502061,N9,N14,M2Q3
0.502061,N8,N32,M2Q3
0.502061,N6,N8,N23
0.502061,N5,N15,M2Q3
0.502061,N4,N30,N36
0.502061,N4,N14,M2Q1
0.502061,N3,N8,N29
0.502060,N5,N19,M2Q2
0.502060,N4,N25,N39
0.502060,N2,N27,N38
0.502060,N2,N21,N37
0.502060,N21,M1T1,M2Q2
0.502060,N19,N28,M1T1
0.502060,N19,N23,M2Q2
0.502060,N13,N24,N38
0.502059,N5,N39,M1T1
0.502059,N5,N11,M0P2
0.502059,N2,N17,N34
0.502059,N22,N23,N25
0.502059,N13,N23,N24
0.502059,N11,N19,N21
0.502058,N6,N15,M2Q3
0.502058,N4,N20,N21
0.502058,N3,N19,N26
0.502058,N17,N27,N28
0.502058,N15,N25,M1T2
0.502057,N8,N38,M1T3
0.502057,N8,N13,N16
0.502057,N8,N10,N29
0.502057,N38,M0P2,M2Q2
0.502057,N35,N39,M0P2
0.502057,N28,N33,M0P2
0.502057,N23,N34,M1T1
0.502057,N17,N29,N38
0.502057,N15,N21,M2Q1
0.502057,N13,N25,M2Q2
0.502057,N10,N16,N40
0.502056,N7,N28,M1T2
0.502056,N17,N19,M1T3
0.502056,M0P2,M2Q1,M2Q3
0.502055,N9,N32,M0P2
0.502055,N5,N7,N28
0.502055,N12,N15,N35
0.502055,N11,N19,N27
0.502054,N9,N33,M0P1
0.502054,N14,N26,M1T2
0.502054,N12,N21,N40
0.502053,N5,N25,N27
0.502053,N5,N17,N23
0.502053,N3,N32,N34
0.502053,N15,N27,N29
0.502052,N5,N11,M1T1
0.502051,N19,N35,N40
0.502051,N16,N25,M2Q4
0.502051,N13,N15,N33
0.502051,N12,N32,N34
0.502051,N12,N17,N35
0.502051,N12,N13,N37
0.502050,N28,M1T1,M1T2
0.502050,N21,N28,M0P2
0.502050,N20,N28,M2Q1
0.502049,N4,N11,N13
0.502049,N14,N23,M0P1
0.502049,N14,N21,N37
0.502049,N14,N16,M0P2
0.502049,N11,N17,N19
0.502048,N5,N28,N31
0.502048,N5,N10,N32
0.502048,N2,N19,M0P1
0.502048,N26,N38,M0P2
0.502048,N26,N32,M0P1
0.502048,N12,N26,N32
0.502048,N12,N25,N33
0.502048,N11,N33,M1T2
0.502047,N5,N28,N34
0.502047,N27,N29,M1T2
0.502047,N21,N24,M0P2
0.502047,N21,M0P2,M1T2
0.502046,N8,N19,M1T1
0.502046,N5,N9,N23
0.502046,N5,N15,N24
0.502046,N5,N11,M1T2
0.502046,N4,N9,N34
0.502046,N4,N21,M0P1
0.502046,N3,N14,N40
0.502046,N2,N37,M2Q2
0.502046,N2,N10,N23
0.502046,N12,N25,N26
0.502045,N9,N26,M1T2
0.502045,N6,N21,N37
0.502045,N3,N27,N28
0.502045,N17,N27,M0P1
0.502045,N15,N20,N26
0.502045,N14,N15,N29
0.502045,N13,N17,N20
0.502044,N9,N14,N40
0.502044,N6,N36,M2Q4
0.502044,N14,N23,M1T2
0.502043,N9,N20,N30
0.502043,N8,N12,N28
0.502043,N6,N26,M2Q3
0.502043,N4,N17,N29
0.502043,N32,N37,M1T2
0.502043,N20,N23,N27
0.502043,N19,M1T1,M2Q2
0.502043,N15,N20,N30
0.502043,N13,N25,M2Q1
0.502042,N7,N21,N24
0.502042,N6,N15,N39
0.502042,N5,N32,M1T2
0.502042,N4,N16,N24
0.502042,N2,N30,N34
0.502042,N28,N35,N38
0.502042,N23,N27,M1T2
0.502042,N21,N32,N37
0.502041,N5,N8,N32
0.502041,N5,N32,M2Q4
0.502041,N28,N37,M0P1
0.502041,N21,M0P1,M1T1
0.502041,N19,N26,M2Q4
0.502041,N16,N22,N32
0.502041,N13,N15,N23
0.502041,N12,N21,N37
0.502041,N11,N32,M2Q4
0.502039,N9,N35,N40
0.502039,N9,N15,N30
0.502039,N21,N29,N38
0.502038,N9,M0P2,M2Q2
0.502038,N2,N13,N28
0.502038,N23,N30,N40
0.502038,N23,N28,N37
0.502038,N21,N24,M0P1
0.502038,N14,N33,M2Q3
0.502038,N14,N15,N39
0.502038,N12,N34,M0P2
0.502037,N8,N25,N28
0.502037,N5,N6,M1T1
0.502037,N32,N37,M0P1
0.502037,N29,N34,N39
0.502037,N11,N13,N20
0.502036,N4,N26,N27
0.502036,N32,N37,M2Q2
0.502036,N27,N29,N38
0.502036,N23,N32,N33
0.502036,N16,N23,N38
0.502036,N14,N16,N35
0.502036,N11,N27,N38
0.502035,N4,N23,M0P1
0.502035,N4,N14,N16
0.502035,N2,N30,N35
0.502035,N21,N35,M0P1
0.502035,N17,N23,N40
0.502035,N16,N26,N32
0.502034,N8,N20,N38
0.502034,N8,N17,M2Q1
0.502034,N5,M0P2,M1T1
0.502034,N11,N16,N30
0.502033,N8,N23,M2Q3
0.502033,N5,N9,N26
0.502033,N5,N12,N32
0.502033,N28,N32,N38
0.502033,N23,N24,N32
0.502032,N8,N27,M2Q3
0.502032,N10,N28,N35
0.502031,N9,N17,N29
0.502031,N6,N23,N38
0.502031,N5,N20,N28
0.502031,N2,N4,N32
0.502031,N25,N37,M2Q4
0.502031,N16,M0P1,M2Q4
0.502031,N15,N37,M0P1
0.502031,N15,N35,M2Q1
0.502031,N13,N21,N37
0.502031,N13,N14,N15
0.502030,N8,N12,N15
0.502030,N5,N36,N37
0.502030,N4,N6,N13
0.502030,N19,N40,M1T2
0.502030,N13,N30,N37
0.502030,N13,N28,N33
0.502030,N11,N19,N38
0.502029,N9,N14,N21
0.502029,N9,N10,N30
0.502029,N8,N25,N29
0.502029,N6,N15,N24
0.502029,N28,M0P2,M1T2
0.502029,N19,N34,M2Q1
0.502029,N19,N32,N34
0.502029,N17,N26,N28
0.502028,N8,N26,N30
0.502028,N8,N22,N38
0.502028,N5,N17,N27
0.502028,N32,M1T1,M1T2
0.502028,N16,N25,N36
0.502028,N15,N25,N27
0.502027,N5,N24,N27
0.502027,N5,N16,N37
0.502027,N3,N38,M1T1
0.502027,N22,N23,N38
0.502027,N21,N24,N35
0.502027,N21,N23,N38
0.502026,N6,N13,N37
0.502026,N5,N9,N13
0.502026,N20,N40,M2Q1
0.502026,N17,N24,N25
0.502026,N15,N24,N37
0.502025,N4,N32,N37
0.502025,N21,N27,M1T1
0.502025,N20,N23,N26
0.502025,N19,N21,M2Q3
0.502025,N10,N19,M2Q4
0.502024,N6,M0P2,M1T1
0.502024,N34,M2Q1,M2Q3
0.502024,N28,N35,M0P2
0.502024,N17,N19,M1T2
0.502024,N11,N14,N16
0.502024,N11,N14,N15
0.502023,N8,N19,N38
0.502023,N2,N4,N8
0.502023,N25,N28,N38
0.502023,N23,N25,N32
0.502023,N17,N33,M0P1
0.502023,N13,N37,M1T1
0.502022,N8,N19,N35
0.502022,N5,N13,N16
0.502022,N5,M1T1,M2Q4
0.502022,N5,M0P2,M1T2
0.502022,N26,N30,N40
0.502022,N24,N32,M2Q4
0.502022,N23,N26,N36
0.502022,N20,N25,M0P2
0.502022,N15,N16,N19
0.502021,N6,N27,N30
0.502021,N2,N14,N33
0.502021,N21,N26,N39
0.502021,N18,N19,N40
0.502021,N15,N19,N24
0.502021,N14,N27,N39
0.502021,N13,N19,N40
0.502020,N25,N33,N35
0.502020,N24,N25,N29
0.502020,N21,N30,N32
0.502020,N19,N34,M0P2
0.502020,N19,N27,M1T2
0.502020,N17,N27,M2Q4
0.502020,N14,N21,N30
0.502020,N12,N21,N33
0.502019,N6,N27,N34
0.502019,N5,N11,N23
0.502019,N4,N39,N40
0.502019,N4,N21,N27
0.502019,N3,N24,N27
0.502019,N25,N32,M2Q4
0.502019,N22,N27,N39
0.502019,N11,N13,N37
0.502019,N10,N19,N20
0.502018,N6,N20,N25
0.502018,N6,N19,M2Q3
0.502018,N5,N15,N26
0.502018,N2,N23,N26
0.502018,N25,N40,M2Q3
0.502018,N12,N17,N25
0.502017,N6,N25,N30
0.502017,N4,N20,N23
0.502017,N4,N13,N30
0.502017,N33,N34,N39
0.502017,N25,N28,M2Q2
0.502017,N16,N21,N22
0.502017,N14,N24,N33
0.502016,N9,N40,M2Q1
0.502016,N8,N29,M2Q2
0.502016,N4,N8,N21
0.502016,N15,N30,N38
0.502016,N12,N17,N26
0.502015,N9,N36,M2Q4
0.502015,N9,N10,N20
0.502015,N5,N16,N32
0.502015,N2,N5,N8
0.502015,N22,N24,N26
0.502015,N21,N24,M2Q1
0.502015,N20,N26,N32
0.502015,N20,N21,M2Q2
0.502014,N8,N23,N38
0.502014,N3,N6,N26
0.502014,N2,N8,N30
0.502014,N26,N29,N36
0.502014,N18,N19,N25
0.502014,N12,N13,N23
0.502013,N3,N6,N12
0.502013,N37,M2Q1,M2Q2
0.502013,N17,N28,N33
0.502013,N14,N30,N35
0.502013,N11,N23,N40
0.502013,N11,N19,N40
0.502012,N15,N27,N35
0.502011,N9,N25,N32
0.502011,N8,N9,M0P2
0.502011,N8,N29,N30
0.502011,N25,N29,N36
0.502011,N19,N38,M1T2
0.502010,N5,N9,N17
0.502010,N3,N17,N36
0.502010,N28,M1T1,M2Q1
0.502010,N19,N24,N29
0.502010,N10,N21,M0P2
0.502009,N9,N13,N17
0.502009,N8,N17,N30
0.502009,N5,N15,N33
0.502009,N21,N38,M2Q4
0.502009,N21,N37,M1T1
0.502009,N17,N19,N39
0.502009,N14,N35,M2Q1
0.502009,N13,N32,N35
0.502009,N11,N16,N25
0.502008,N7,N25,M1T2
0.502008,N22,N23,N33
0.502008,N21,N39,M2Q2
0.502008,N20,N26,N38
0.502008,N17,N29,N32
0.502008,N13,N40,M0P2
0.502008,N11,N27,M2Q4
0.502007,N9,N28,N32
0.502006,N9,N19,M0P2
0.502006,N6,N27,N33
0.502006,N35,N39,N40
0.502006,N2,N3,N13
0.502006,N13,N15,N30
0.502005,N30,N33,N35
0.502005,N19,N24,N40
0.502005,N14,N28,M1T1
0.502005,N10,N14,N30
0.502004,N8,M0P1,M1T3
0.502004,N3,N26,N38
0.502004,N22,N25,N37
0.502004,N17,N26,N30
0.502004,N11,N32,M1T2
0.502003,N9,N32,M0P1
0.502003,N5,N37,M1T1
0.502003,N29,N30,N33
0.502003,N16,N21,M1T1
0.502003,N10,N24,N28
0.502002,N9,N24,N32
0.502002,N9,N19,M2Q3
0.502002,N5,N6,N23
0.502002,N2,N3,N38
0.502002,N20,N21,M2Q1
0.502002,N14,N25,M1T2
0.502002,N11,N16,N40
0.502002,N10,N15,N28
0.502001,N9,N24,M2Q3
0.502001,N8,N32,M0P2
0.502001,N3,N12,N13
0.502001,N25,N29,N38
0.502001,N20,N25,N27
0.502001,N10,N13,N17
0.502000,N5,N32,N38
0.502000,N2,N32,N34
0.502000,N12,N24,N38
0.502000,N12,N16,N27
0.501999,N8,N16,N30
0.501999,N4,N8,N20
0.501999,N33,N37,M0P1
0.501999,N19,N28,N29
0.501999,N17,N32,N34
0.501999,N17,N19,N36
0.501999,N16,N30,N32
0.501999,N10,N34,N39
0.501998,N9,N26,N39
0.501998,N5,N16,N36
0.501998,N4,N24,N38
0.501998,N2,N3,N22
0.501998,N19,N25,N39
0.501998,N14,N17,N37
0.501998,N14,N15,M0P1
0.501998,N11,N14,N23
0.501997,N9,N27,M2Q4
0.501997,N8,N26,N29
0.501997,N8,N21,N37
0.501997,N5,N14,N22
0.501997,N28,N35,M1T1
0.501997,N23,N40,M0P1
0.501997,N21,N26,N36
0.501997,N17,N28,M2Q4
0.501997,N15,N33,N39
0.501997,N10,N21,N32
0.501996,N6,N10,M1T2
0.501996,N5,N15,N40
0.501996,N25,N26,N36
0.501996,N17,N29,M1T1
0.501996,N17,N24,N32
0.501996,N17,N21,N35
0.501996,N12,N24,N27
0.501995,N23,N40,M2Q1
0.501995,N19,N25,M2Q3
0.501995,N14,N19,N36
0.501995,N13,N14,N20
0.501994,N9,N21,N29
0.501994,N5,N38,N39
0.501994,N4,N21,M2Q2
0.501994,N3,N16,N29
0.501994,N27,N28,N34
0.501994,N19,N27,N33
0.501994,N14,N34,M2Q4
0.501994,N10,N21,N39
0.501993,N9,N29,N33
0.501993,N6,N13,N23
0.501993,N5,N18,N19
0.501993,N37,M2Q1,M2Q4
0.501993,N15,N17,N39
0.501993,N14,N28,M2Q1
0.501992,N5,N27,M0P1
0.501992,N2,N33,N38
0.501992,N27,N36,N38
0.501992,N22,N32,N39
0.501992,N17,N22,N23
0.501992,N15,N19,N38
0.501992,N14,N38,M2Q4
0.501992,N10,N26,N29
0.501992,N10,N19,N24
0.501991,N12,N15,N24
0.501991,N11,N17,N37
0.501991,N11,N14,N25
0.501990,N4,N13,N37
0.501990,N26,N37,M2Q3
0.501990,N26,N32,N40
0.501990,N24,N32,N33
0.501990,N21,N30,N33
0.501989,N9,N27,N30
0.501989,N9,N10,N21
0.501989,N8,N14,N29
0.501989,N6,N20,N24
0.501989,N3,N29,N34
0.501989,N35,N40,M0P2
0.501989,N20,M2Q1,M2Q2
0.501989,N17,N18,N27
0.501989,N16,N25,M2Q2
0.501988,N8,N37,N38
0.501988,N7,N17,N27
0.501988,N3,N28,N32
0.501988,N22,N32,N33
0.501988,N14,N15,M2Q1
0.501987,N4,N26,N40
0.501987,N30,N33,N37
0.501987,N26,M1T2,M2Q4
0.501987,N15,N30,N32
0.501987,N12,N19,N25
0.501986,N6,N25,N35
0.501986,N6,N13,N39
0.501986,N6,N12,N29
0.501986,N34,M1T1,M2Q1
0.501986,N21,N32,M1T3
0.501986,N20,N23,N38
0.501985,N6,N30,N40
0.501985,N34,N40,M1T2
0.501985,N12,N21,M2Q3
0.501985,N11,N27,N32
0.501984,N6,N23,M2Q4
0.501984,N4,N14,N29
0.501984,N3,N16,N24
0.501984,N35,N40,M2Q1
0.501984,N22,N25,N26
0.501984,N21,N36,N39
0.501984,N14,N25,M1T1
0.501984,N13,N26,N29
0.501983,N2,N8,N17
0.501982,N8,N10,N20
0.501982,N6,N15,N28
0.501982,N4,N37,M1T2
0.501982,N3,N8,N17
0.501982,N2,N38,M1T1
0.501982,N25,N32,M0P1
0.501982,N19,M1T1,M1T2
0.501981,N9,N25,N29
0.501981,N20,M1T2,M2Q3
0.501981,N14,N23,M1T1
0.501981,N12,N19,N33
0.501981,N11,N17,N23
0.501981,N10,N19,N34
0.501980,N9,N37,M1T2
0.501980,N9,N27,M2Q3
0.501980,N3,N38,M0P2
0.501980,N32,N40,M2Q1
0.501980,N2,N14,N23
0.501980,N26,N33,N34
0.501980,N21,N29,M2Q1
0.501979,N6,N8,N28
0.501979,N20,M2Q1,M2Q4
0.501979,N13,N20,N24
0.501979,N12,N33,M2Q3
0.501979,N12,N22,N23
0.501979,N10,N15,N40
0.501978,N6,N8,N12
0.501978,N6,N13,M2Q3
0.501978,N6,N10,N24
0.501978,N15,N17,M0P2
0.501978,N10,N20,N28
0.501978,N10,N13,N33
0.501977,N9,N14,N35
0.501977,N8,N20,M0P1
0.501977,N8,N16,M1T1
0.501977,N6,N10,N26
0.501977,N5,N40,M1T1
0.501977,N5,N25,N36
0.501977,N4,N24,N32
0.501977,N23,N32,M2Q4
0.501977,N23,N27,N39
0.501977,N12,N23,N34
0.501976,N8,N22,N25
0.501976,N5,N11,M2Q4
0.501976,N32,N39,M2Q1
0.501976,N2,N8,N10
0.501976,N21,N34,M1T1
0.501976,N16,N32,N39
0.501976,N13,N23,M0P1
0.501975,N3,N21,M2Q4
0.501975,N32,N33,M1T2
0.501975,N2,N26,N27
0.501975,N27,N35,M0P1
0.501975,N21,N29,N32
0.501975,N19,N26,N33
0.501975,N16,N32,M1T1
0.501974,N9,N17,N32
0.501974,N6,N12,N17
0.501974,N5,N19,M2Q3
0.501974,N28,N32,N35
0.501974,N22,N23,N29
0.501974,N16,N28,N38
0.501974,N12,N21,N35
0.501973,N8,N11,M1T2
0.501973,N5,N15,M0P2
0.501973,N4,N16,N25
0.501973,N23,N27,N40
0.501973,N17,N23,M0P2
0.501973,N16,N20,N40
0.501972,N8,N37,M0P1
0.501972,N26,N33,N40
0.501972,N25,N40,M0P2
0.501972,N20,N30,N36
0.501972,N12,N15,M2Q3
0.501972,N10,N30,N33
0.501971,N4,N13,N17
0.501971,N3,N13,M1T1
0.501970,N8,N39,N40
0.501970,N8,N20,N36
0.501970,N2,N16,N26
0.501970,N22,N28,N38
0.501970,N13,N37,N38
0.501970,N10,N12,N28
0.501969,N6,N14,N35
0.501969,N5,N40,M0P1
0.501969,N38,N39,M1T1
0.501969,N14,N22,N23
0.501968,N3,N23,N35
0.501968,N30,N37,M1T2
0.501968,N2,N16,N39
0.501968,N16,N27,N32
0.501968,N12,N24,N28
0.501968,N11,N38,N40
0.501968,N10,N20,N21
0.501967,N9,N11,N30
0.501967,N8,N27,M2Q2
0.501967,N5,N12,M1T2
0.501967,N3,N6,N28
0.501967,N19,N21,M1T2
0.501967,N17,N18,N23
0.501967,N11,N21,N38
0.501966,N5,N17,N28
0.501966,N4,N17,N23
0.501966,N25,M0P1,M2Q2
0.501966,N21,N39,M2Q4
0.501966,N21,N38,M0P2
0.501966,N14,N15,M1T2
0.501965,N9,M2Q2,M2Q4
0.501965,N8,N13,M1T1
0.501965,N2,N5,N14
0.501965,N26,N27,N29
0.501965,N15,N21,M2Q4
0.501965,N14,N16,N40
0.501965,N10,N13,N26
0.501964,N9,N19,M0P1
0.501964,N6,N16,N38
0.501964,N26,N37,N39
0.501964,N17,N23,N37
0.501964,N13,N14,N17
0.501963,N14,N19,N34
0.501963,N14,N19,N33
0.501963,N12,N21,N26
0.501962,N6,N17,N28
0.501962,N4,N23,N40
0.501962,N29,M1T2,M2Q3
0.501962,N28,N30,N31
0.501962,N25,N32,N39
0.501962,N19,N28,N35
0.501962,N19,N25,N34
0.501962,N11,N32,N33
0.501962,N10,N30,N34
0.501962,N10,N11,N21
0.501961,N8,N37,M1T3
0.501961,N8,N11,M0P1
0.501961,N3,N12,M2Q3
0.501961,N22,N25,N32
0.501961,N17,N38,N40
0.501961,N17,N23,N32
0.501961,N13,N38,M1T3
0.501960,N9,N22,N28
0.501960,N6,N36,N39
0.501960,N5,N8,M1T1
0.501960,N4,N30,N38
0.501960,N20,N25,N36
0.501960,N19,N35,M2Q1
0.501960,N14,N32,M1T1
0.501960,N13,N27,N38
0.501960,N11,N30,N33
0.501959,N6,N16,N29
0.501959,N5,N37,M2Q2
0.501959,N19,N28,N33
0.501959,N13,N30,N33
0.501958,N8,N23,N32
0.501958,N8,N13,N14
0.501958,N21,N28,N39
0.501958,N19,N35,M2Q3
0.501958,N10,N14,N23
0.501957,N3,N14,N28
0.501957,N37,N38,M2Q4
0.501957,N19,N40,M2Q4
0.501956,N2,N10,N17
0.501956,N21,N23,M2Q2
0.501955,N30,N40,M1T1
0.501955,N22,N27,N40
0.501955,N15,N17,N20
0.501954,N26,N27,N40
0.501954,N19,N21,N39
0.501954,N14,N26,M1T1
0.501954,N11,N33,N38
0.501953,N9,N17,N20
0.501953,N6,N13,N33
0.501953,N2,N13,N17
0.501953,N28,M1T2,M2Q4
0.501953,N21,N28,M0P1
0.501953,N10,N21,N23
0.501952,N30,N37,M2Q4
0.501952,N2,N5,N21
0.501952,N19,N28,M2Q2
0.501952,N17,N21,M2Q2
0.501952,N16,N21,N35
0.501952,N10,N24,N32
0.501951,N3,N22,N38
0.501951,N12,N13,N16
0.501951,N11,N21,M1T2
0.501950,N6,N13,N27
0.501950,N5,N15,N27
0.501950,N2,N14,N28
0.501950,N24,N28,M2Q4
0.501950,N21,N26,N30
0.501950,N19,N35,M0P1
0.501950,N19,N23,N34
0.501950,N14,M1T2,M2Q3
0.501950,N13,N21,N28
0.501949,N9,N16,N25
0.501949,N8,N40,M1T2
0.501949,N4,N11,N32
0.501949,N2,N30,N38
0.501949,N2,N21,M2Q4
0.501949,N15,N38,N39
0.501949,N14,N30,N38
0.501949,N13,N26,M2Q4
0.501949,N12,N22,N28
0.501949,N12,N15,N22
0.501948,N9,N26,N29
0.501948,N6,N26,N38
0.501948,N4,N5,N14
0.501948,N2,N4,N14
0.501948,N26,N35,N40
0.501948,N23,N34,M0P1
0.501947,N6,M0P1,M2Q2
0.501947,N3,N10,N17
0.501947,N32,M0P1,M2Q4
0.501947,N20,N23,M0P1
0.501947,N17,N21,N22
0.501947,N16,N28,N39
0.501947,N11,N25,N32
0.501946,N7,N14,N38
0.501946,N2,N6,N32
0.501946,N21,N34,N39
0.501946,N20,N21,M1T1
0.501946,N19,N27,N34
0.501946,N17,N30,N34
0.501946,N14,N15,N33
0.501945,N5,N7,N38
0.501945,N5,N23,N34
0.501945,N3,N6,N30
0.501945,N23,N34,N40
0.501945,N14,N23,N26
0.501945,N12,N17,M0P1
0.501945,N12,N15,N33
0.501945,N11,N19,N32
0.501945,N10,N26,N37
0.501944,N7,N25,N33
0.501944,N5,N11,N40
0.501944,N14,N22,N38
0.501944,N12,N21,M0P1
0.501943,N9,N16,N21
0.501943,N2,N28,N30
0.501943,N25,N35,N40
0.501943,N23,N25,M2Q2
0.501943,N15,N16,N35
0.501943,N14,N19,N35
0.501943,N11,N21,M0P2
0.501942,N9,N13,N25
0.501942,N3,N5,N19
0.501942,N26,N28,N38
0.501942,N25,N36,N37
0.501942,N21,N23,M2Q4
0.501942,N10,N17,N20
0.501941,N6,N19,M2Q4
0.501941,N17,N37,M0P1
0.501940,N37,M1T2,M2Q3
0.501939,N23,N27,M2Q4
0.501939,N11,N13,N21
0.501938,N6,N19,N40
0.501938,N4,N21,N29
0.501938,N15,N32,N35
0.501937,N5,N12,M2Q4
0.501937,N21,N35,N40
0.501937,N12,N29,N33
0.501937,N11,N23,M0P1
0.501937,N10,M0P2,M2Q3
0.501936,N8,N15,M2Q3
0.501936,N8,N10,N40
0.501936,N7,N14,N32
0.501936,N3,N24,N26
0.501936,N2,N13,N32
0.501936,N19,N25,N31
0.501935,N9,N14,N26
0.501935,N3,N5,N27
0.501935,N13,N29,M1T1
0.501935,N10,N25,N33
0.501935,N10,N12,M0P2
0.501934,N5,N6,N10
0.501934,N17,N29,N34
0.501934,N11,N15,N27
0.501933,N5,N25,M1T2
0.501933,N5,N12,N19
0.501933,N21,N32,N34
0.501933,N10,N32,N33
0.501932,N9,N39,N40
0.501932,N8,N13,N27
0.501932,N8,N12,N36
0.501932,N8,N12,N19
0.501932,N34,M0P2,M2Q1
0.501932,N11,N21,N40
